FECHA,COD_ALMACEN,COD_SKU,DESC_SKU,DEMANDA
09-11-21,W113,PT-140,SKU_140,1
09-11-21,W113,PT-006,SKU_6,2
09-11-21,W113,PT-138,SKU_138,1
02-11-21,W113,PT-012,SKU_12,3
02-11-21,W113,PT-025,SKU_25,17
02-11-21,W113,PT-141,SKU_141,2
02-11-21,W113,PT-006,SKU_6,4
02-11-21,W113,PT-102,SKU_102,1
02-11-21,W113,PT-150,SKU_150,2
15-11-21,W113,PT-037,SKU_37,11
15-11-21,W113,PT-035,SKU_35,3
15-11-21,W113,PT-019,SKU_19,2
15-11-21,W113,PT-106,SKU_106,8
15-11-21,W113,PT-140,SKU_140,10
07-11-21,W113,PT-026,SKU_26,11
07-11-21,W113,PT-024,SKU_24,7
07-11-21,W113,PT-011,SKU_11,6
07-11-21,W113,PT-014,SKU_14,12
07-11-21,W113,PT-101,SKU_101,57
07-11-21,W113,PT-018,SKU_18,4
07-11-21,W113,PT-052,SKU_52,11
07-11-21,W113,PT-060,SKU_60,1
19-11-21,W113,PT-011,SKU_11,5
19-11-21,W113,PT-089,SKU_89,21
19-11-21,W113,PT-047,SKU_47,9
19-11-21,W113,PT-098,SKU_98,1
19-11-21,W113,PT-102,SKU_102,5
19-11-21,W113,PT-052,SKU_52,2
19-11-21,W113,PT-023,SKU_23,11
19-11-21,W113,PT-045,SKU_45,3
17-11-21,W113,PT-016,SKU_16,5
17-11-21,W113,PT-038,SKU_38,4
17-11-21,W113,PT-105,SKU_105,4
17-11-21,W113,PT-101,SKU_101,33
17-11-21,W113,PT-089,SKU_89,4
17-11-21,W113,PT-003,SKU_3,4
17-11-21,W113,PT-102,SKU_102,1
17-11-21,W113,PT-161,SKU_161,1
01-11-21,W113,PT-066,SKU_66,2
01-11-21,W113,PT-001,SKU_1,19
01-11-21,W113,PT-017,SKU_17,16
01-11-21,W113,PT-019,SKU_19,1
01-11-21,W113,PT-030,SKU_30,8
01-11-21,W113,PT-119,SKU_119,26
01-11-21,W113,PT-141,SKU_141,8
01-11-21,W113,PT-143,SKU_143,6
01-11-21,W113,PT-149,SKU_149,7
01-11-21,W113,PT-048,SKU_48,5
01-11-21,W113,PT-013,SKU_13,41
01-11-21,W113,PT-124,SKU_124,1
06-11-21,W113,PT-013,SKU_13,32
06-11-21,W113,PT-108,SKU_108,4
19-11-21,W113,PT-090,SKU_90,1
29-11-21,W113,PT-001,SKU_1,10
17-11-21,W113,PT-142,SKU_142,2
01-11-21,W113,PT-096,SKU_96,2
06-11-21,W113,PT-006,SKU_6,6
06-11-21,W113,PT-063,SKU_63,1
06-11-21,W113,PT-112,SKU_112,1
29-11-21,W113,PT-004,SKU_4,1
29-11-21,W113,PT-018,SKU_18,1
29-11-21,W113,PT-089,SKU_89,8
30-11-21,W113,PT-047,SKU_47,6
30-11-21,W113,PT-037,SKU_37,3
30-11-21,W113,PT-150,SKU_150,2
03-11-21,W113,PT-055,SKU_55,3
03-11-21,W113,PT-033,SKU_33,2
03-11-21,W113,PT-119,SKU_119,11
03-11-21,W113,PT-003,SKU_3,5
03-11-21,W113,PT-026,SKU_26,6
03-11-21,W113,PT-036,SKU_36,3
03-11-21,W113,PT-052,SKU_52,2
27-11-21,W113,PT-038,SKU_38,7
27-11-21,W113,PT-030,SKU_30,8
27-11-21,W113,PT-121,SKU_121,41
27-11-21,W113,PT-148,SKU_148,16
29-11-21,W113,PT-096,SKU_96,2
30-11-21,W113,PT-035,SKU_35,1
29-11-21,W113,PT-037,SKU_37,2
27-11-21,W113,PT-101,SKU_101,47
27-11-21,W113,PT-103,SKU_103,5
27-11-21,W113,PT-142,SKU_142,7
27-11-21,W113,PT-033,SKU_33,3
03-11-21,W113,PT-141,SKU_141,3
10-11-21,W113,PT-011,SKU_11,1
10-11-21,W113,PT-022,SKU_22,24
10-11-21,W113,PT-119,SKU_119,9
10-11-21,W113,PT-143,SKU_143,3
10-11-21,W113,PT-033,SKU_33,4
10-11-21,W113,PT-029,SKU_29,2
22-11-21,W113,PT-007,SKU_7,2
22-11-21,W113,PT-110,SKU_110,1
22-11-21,W113,PT-014,SKU_14,8
22-11-21,W113,PT-105,SKU_105,2
22-11-21,W113,PT-104,SKU_104,4
22-11-21,W113,PT-149,SKU_149,7
20-11-21,W113,PT-013,SKU_13,28
20-11-21,W113,PT-048,SKU_48,11
20-11-21,W113,PT-031,SKU_31,3
20-11-21,W113,PT-011,SKU_11,7
10-11-21,W113,PT-027,SKU_27,1
10-11-21,W113,PT-020,SKU_20,2
20-11-21,W113,PT-055,SKU_55,7
08-11-21,W113,PT-012,SKU_12,3
08-11-21,W113,PT-023,SKU_23,9
08-11-21,W113,PT-030,SKU_30,4
08-11-21,W113,PT-098,SKU_98,2
08-11-21,W113,PT-143,SKU_143,2
08-11-21,W113,PT-047,SKU_47,3
08-11-21,W113,PT-102,SKU_102,1
08-11-21,W113,PT-103,SKU_103,3
08-11-21,W113,PT-060,SKU_60,1
21-11-21,W113,PT-010,SKU_10,27
21-11-21,W113,PT-141,SKU_141,4
21-11-21,W113,PT-121,SKU_121,20
05-11-21,W113,PT-016,SKU_16,6
05-11-21,W113,PT-098,SKU_98,2
05-11-21,W113,PT-014,SKU_14,6
05-11-21,W113,PT-048,SKU_48,3
05-11-21,W113,PT-006,SKU_6,1
05-11-21,W113,PT-031,SKU_31,1
05-11-21,W113,PT-034,SKU_34,2
21-11-21,W113,PT-022,SKU_22,66
21-11-21,W113,PT-104,SKU_104,13
05-11-21,W113,PT-148,SKU_148,10
21-11-21,W113,PT-029,SKU_29,8
21-11-21,W113,PT-014,SKU_14,6
23-11-21,W113,PT-017,SKU_17,3
23-11-21,W113,PT-024,SKU_24,5
23-11-21,W113,PT-020,SKU_20,2
23-11-21,W113,PT-101,SKU_101,42
23-11-21,W113,PT-147,SKU_147,36
23-11-21,W113,PT-150,SKU_150,5
23-11-21,W113,PT-045,SKU_45,1
23-11-21,W113,PT-022,SKU_22,30
23-11-21,W113,PT-006,SKU_6,3
16-11-21,W113,PT-006,SKU_6,4
26-11-21,W113,PT-033,SKU_33,7
26-11-21,W113,PT-089,SKU_89,9
26-11-21,W113,PT-103,SKU_103,6
26-11-21,W113,PT-122,SKU_122,26
04-11-21,W113,PT-103,SKU_103,3
04-11-21,W113,PT-141,SKU_141,3
04-11-21,W113,PT-108,SKU_108,2
16-11-21,W113,PT-030,SKU_30,7
26-11-21,W113,PT-020,SKU_20,3
04-11-21,W113,PT-008,SKU_8,1
05-11-21,W113,PT-033,SKU_33,1
23-11-21,W113,PT-153,SKU_153,1
23-11-21,W113,PT-158,SKU_158,1
23-11-21,W113,PT-015,SKU_15,3
16-11-21,W113,PT-149,SKU_149,5
16-11-21,W113,PT-114,SKU_114,1
16-11-21,W113,PT-046,SKU_46,1
13-11-21,W113,PT-031,SKU_31,3
13-11-21,W113,PT-101,SKU_101,35
13-11-21,W113,PT-119,SKU_119,20
13-11-21,W113,PT-005,SKU_5,5
13-11-21,W113,PT-024,SKU_24,7
13-11-21,W113,PT-004,SKU_4,1
16-11-21,W113,PT-039,SKU_39,1
13-11-21,W113,PT-106,SKU_106,1
13-11-21,W113,PT-153,SKU_153,1
12-11-21,W113,PT-148,SKU_148,9
12-11-21,W113,PT-025,SKU_25,19
12-11-21,W113,PT-003,SKU_3,10
12-11-21,W113,PT-029,SKU_29,4
12-11-21,W113,PT-030,SKU_30,6
12-11-21,W113,PT-010,SKU_10,12
12-11-21,W113,PT-014,SKU_14,7
12-11-21,W113,PT-150,SKU_150,7
12-11-21,W113,PT-162,SKU_162,4
12-11-21,W113,PT-158,SKU_158,1
12-11-21,W113,PT-152,SKU_152,1
24-11-21,W113,PT-105,SKU_105,6
24-11-21,W113,PT-143,SKU_143,3
24-11-21,W113,PT-039,SKU_39,2
24-11-21,W113,PT-125,SKU_125,3
24-11-21,W113,PT-119,SKU_119,8
24-11-21,W113,PT-006,SKU_6,1
11-11-21,W113,PT-020,SKU_20,4
11-11-21,W113,PT-025,SKU_25,14
11-11-21,W113,PT-010,SKU_10,11
11-11-21,W113,PT-105,SKU_105,3
11-11-21,W113,PT-142,SKU_142,2
11-11-21,W113,PT-016,SKU_16,11
11-11-21,W113,PT-056,SKU_56,1
11-11-21,W113,PT-011,SKU_11,2
11-11-21,W113,PT-159,SKU_159,1
11-11-21,W113,PT-066,SKU_66,1
11-11-21,W113,PT-036,SKU_36,4
11-11-21,W113,PT-018,SKU_18,1
11-11-21,W113,PT-148,SKU_148,4
14-11-21,W113,PT-026,SKU_26,13
14-11-21,W113,PT-019,SKU_19,1
14-11-21,W113,PT-089,SKU_89,30
14-11-21,W113,PT-101,SKU_101,39
25-11-21,W113,PT-011,SKU_11,5
25-11-21,W113,PT-016,SKU_16,15
25-11-21,W113,PT-045,SKU_45,2
25-11-21,W113,PT-022,SKU_22,37
14-11-21,W113,PT-162,SKU_162,2
14-11-21,W113,PT-158,SKU_158,2
25-11-21,W113,PT-014,SKU_14,2
25-11-21,W113,PT-138,SKU_138,1
25-11-21,W113,PT-141,SKU_141,1
28-11-21,W113,PT-020,SKU_20,3
28-11-21,W113,PT-105,SKU_105,13
28-11-21,W113,PT-119,SKU_119,32
28-11-21,W113,PT-030,SKU_30,7
28-11-21,W113,PT-122,SKU_122,23
28-11-21,W113,PT-053,SKU_53,2
28-11-21,W113,PT-034,SKU_34,2
28-11-21,W113,PT-043,SKU_43,1
28-11-21,W113,PT-028,SKU_28,1
28-11-21,W113,PT-162,SKU_162,1
28-11-21,W113,PT-150,SKU_150,1
18-11-21,W113,PT-012,SKU_12,2
18-11-21,W113,PT-089,SKU_89,7
18-11-21,W113,PT-119,SKU_119,11
18-11-21,W113,PT-037,SKU_37,2
18-11-21,W113,PT-023,SKU_23,5
18-11-21,W113,PT-033,SKU_33,1
18-11-21,W113,PT-026,SKU_26,9
18-11-21,W113,PT-143,SKU_143,2
18-11-21,W113,PT-011,SKU_11,1
18-11-21,W113,PT-103,SKU_103,1
18-11-21,W113,PT-141,SKU_141,2
09-11-21,W113,PT-121,SKU_121,11
09-11-21,W113,PT-147,SKU_147,24
09-11-21,W113,PT-145,SKU_145,3
09-11-21,W113,PT-008,SKU_8,6
09-11-21,W113,PT-103,SKU_103,9
09-11-21,W113,PT-045,SKU_45,3
09-11-21,W113,PT-049,SKU_49,2
02-11-21,W113,PT-038,SKU_38,2
02-11-21,W113,PT-119,SKU_119,18
02-11-21,W113,PT-118,SKU_118,2
02-11-21,W113,PT-039,SKU_39,1
15-11-21,W113,PT-016,SKU_16,16
15-11-21,W113,PT-055,SKU_55,18
15-11-21,W113,PT-039,SKU_39,8
15-11-21,W113,PT-013,SKU_13,29
15-11-21,W113,PT-023,SKU_23,13
15-11-21,W113,PT-045,SKU_45,9
15-11-21,W113,PT-143,SKU_143,2
15-11-21,W113,PT-102,SKU_102,2
15-11-21,W113,PT-024,SKU_24,4
15-11-21,W113,PT-118,SKU_118,4
15-11-21,W113,PT-122,SKU_122,14
15-11-21,W113,PT-176,SKU_176,1
07-11-21,W113,PT-104,SKU_104,19
07-11-21,W113,PT-122,SKU_122,24
07-11-21,W113,PT-142,SKU_142,3
07-11-21,W113,PT-140,SKU_140,12
07-11-21,W113,PT-063,SKU_63,1
19-11-21,W113,PT-017,SKU_17,9
19-11-21,W113,PT-046,SKU_46,7
19-11-21,W113,PT-013,SKU_13,17
19-11-21,W113,PT-033,SKU_33,11
19-11-21,W113,PT-036,SKU_36,4
07-11-21,W113,PT-096,SKU_96,1
07-11-21,W113,PT-102,SKU_102,1
07-11-21,W113,PT-110,SKU_110,1
19-11-21,W113,PT-141,SKU_141,4
19-11-21,W113,PT-150,SKU_150,6
17-11-21,W113,PT-023,SKU_23,11
17-11-21,W113,PT-055,SKU_55,1
01-11-21,W113,PT-047,SKU_47,13
01-11-21,W113,PT-055,SKU_55,11
01-11-21,W113,PT-045,SKU_45,6
01-11-21,W113,PT-105,SKU_105,9
01-11-21,W113,PT-140,SKU_140,4
01-11-21,W113,PT-164,SKU_164,5
01-11-21,W113,PT-063,SKU_63,1
01-11-21,W113,PT-158,SKU_158,3
01-11-21,W113,PT-166,SKU_166,2
06-11-21,W113,PT-029,SKU_29,11
06-11-21,W113,PT-096,SKU_96,5
06-11-21,W113,PT-010,SKU_10,13
06-11-21,W113,PT-118,SKU_118,8
06-11-21,W113,PT-122,SKU_122,35
06-11-21,W113,PT-148,SKU_148,15
06-11-21,W113,PT-026,SKU_26,15
06-11-21,W113,PT-140,SKU_140,7
06-11-21,W113,PT-145,SKU_145,2
06-11-21,W113,PT-045,SKU_45,12
29-11-21,W113,PT-017,SKU_17,5
01-11-21,W113,PT-102,SKU_102,3
01-11-21,W113,PT-112,SKU_112,1
06-11-21,W113,PT-011,SKU_11,6
06-11-21,W113,PT-049,SKU_49,1
06-11-21,W113,PT-162,SKU_162,1
29-11-21,W113,PT-029,SKU_29,1
29-11-21,W113,PT-035,SKU_35,1
29-11-21,W113,PT-104,SKU_104,17
29-11-21,W113,PT-106,SKU_106,9
29-11-21,W113,PT-148,SKU_148,6
29-11-21,W113,PT-005,SKU_5,5
29-11-21,W113,PT-137,SKU_137,3
30-11-21,W113,PT-017,SKU_17,3
30-11-21,W113,PT-048,SKU_48,5
30-11-21,W113,PT-030,SKU_30,6
30-11-21,W113,PT-105,SKU_105,8
30-11-21,W113,PT-141,SKU_141,4
30-11-21,W113,PT-034,SKU_34,2
30-11-21,W113,PT-145,SKU_145,2
03-11-21,W113,PT-048,SKU_48,6
03-11-21,W113,PT-005,SKU_5,5
27-11-21,W113,PT-012,SKU_12,1
27-11-21,W113,PT-040,SKU_40,4
27-11-21,W113,PT-119,SKU_119,28
27-11-21,W113,PT-162,SKU_162,4
27-11-21,W113,PT-052,SKU_52,6
03-11-21,W113,PT-148,SKU_148,4
06-11-21,W113,PT-054,SKU_54,1
29-11-21,W113,PT-034,SKU_34,1
27-11-21,W113,PT-010,SKU_10,24
30-11-21,W113,PT-036,SKU_36,3
30-11-21,W113,PT-018,SKU_18,1
27-11-21,W113,PT-016,SKU_16,20
27-11-21,W113,PT-024,SKU_24,2
27-11-21,W113,PT-089,SKU_89,18
27-11-21,W113,PT-102,SKU_102,7
27-11-21,W113,PT-066,SKU_66,1
03-11-21,W113,PT-014,SKU_14,3
03-11-21,W113,PT-110,SKU_110,1
10-11-21,W113,PT-071,SKU_71,1
10-11-21,W113,PT-105,SKU_105,7
10-11-21,W113,PT-017,SKU_17,3
22-11-21,W113,PT-089,SKU_89,3
22-11-21,W113,PT-025,SKU_25,13
22-11-21,W113,PT-106,SKU_106,4
22-11-21,W113,PT-141,SKU_141,3
22-11-21,W113,PT-017,SKU_17,2
22-11-21,W113,PT-121,SKU_121,13
20-11-21,W113,PT-029,SKU_29,6
20-11-21,W113,PT-012,SKU_12,3
20-11-21,W113,PT-022,SKU_22,45
20-11-21,W113,PT-143,SKU_143,1
20-11-21,W113,PT-138,SKU_138,8
22-11-21,W113,PT-019,SKU_19,5
22-11-21,W113,PT-030,SKU_30,7
20-11-21,W113,PT-037,SKU_37,5
20-11-21,W113,PT-108,SKU_108,3
20-11-21,W113,PT-039,SKU_39,3
20-11-21,W113,PT-006,SKU_6,1
20-11-21,W113,PT-102,SKU_102,4
10-11-21,W113,PT-140,SKU_140,2
10-11-21,W113,PT-148,SKU_148,4
10-11-21,W113,PT-006,SKU_6,2
10-11-21,W113,PT-108,SKU_108,3
22-11-21,W113,PT-043,SKU_43,1
08-11-21,W113,PT-067,SKU_67,1
08-11-21,W113,PT-101,SKU_101,36
08-11-21,W113,PT-118,SKU_118,2
08-11-21,W113,PT-036,SKU_36,1
08-11-21,W113,PT-037,SKU_37,2
08-11-21,W113,PT-049,SKU_49,1
08-11-21,W113,PT-140,SKU_140,2
08-11-21,W113,PT-015,SKU_15,1
21-11-21,W113,PT-030,SKU_30,8
05-11-21,W113,PT-030,SKU_30,9
05-11-21,W113,PT-011,SKU_11,3
05-11-21,W113,PT-101,SKU_101,29
05-11-21,W113,PT-001,SKU_1,14
05-11-21,W113,PT-008,SKU_8,3
05-11-21,W113,PT-052,SKU_52,2
05-11-21,W113,PT-019,SKU_19,2
22-11-21,W113,PT-102,SKU_102,1
08-11-21,W113,PT-166,SKU_166,1
08-11-21,W113,PT-122,SKU_122,6
21-11-21,W113,PT-047,SKU_47,17
05-11-21,W113,PT-002,SKU_2,3
05-11-21,W113,PT-117,SKU_117,1
05-11-21,W113,PT-053,SKU_53,1
20-11-21,W113,PT-166,SKU_166,2
21-11-21,W113,PT-149,SKU_149,3
23-11-21,W113,PT-008,SKU_8,2
23-11-21,W113,PT-023,SKU_23,8
23-11-21,W113,PT-105,SKU_105,3
23-11-21,W113,PT-055,SKU_55,4
23-11-21,W113,PT-052,SKU_52,2
23-11-21,W113,PT-098,SKU_98,3
26-11-21,W113,PT-023,SKU_23,10
26-11-21,W113,PT-022,SKU_22,31
26-11-21,W113,PT-119,SKU_119,14
26-11-21,W113,PT-149,SKU_149,3
26-11-21,W113,PT-148,SKU_148,18
26-11-21,W113,PT-029,SKU_29,3
26-11-21,W113,PT-048,SKU_48,1
26-11-21,W113,PT-014,SKU_14,13
26-11-21,W113,PT-152,SKU_152,1
26-11-21,W113,PT-046,SKU_46,8
04-11-21,W113,PT-118,SKU_118,4
04-11-21,W113,PT-119,SKU_119,13
04-11-21,W113,PT-147,SKU_147,41
04-11-21,W113,PT-106,SKU_106,2
04-11-21,W113,PT-038,SKU_38,2
21-11-21,W113,PT-015,SKU_15,4
23-11-21,W113,PT-046,SKU_46,2
23-11-21,W113,PT-089,SKU_89,9
16-11-21,W113,PT-010,SKU_10,10
26-11-21,W113,PT-030,SKU_30,8
26-11-21,W113,PT-011,SKU_11,4
26-11-21,W113,PT-036,SKU_36,2
26-11-21,W113,PT-106,SKU_106,4
23-11-21,W113,PT-106,SKU_106,5
23-11-21,W113,PT-102,SKU_102,4
16-11-21,W113,PT-014,SKU_14,7
16-11-21,W113,PT-106,SKU_106,3
16-11-21,W113,PT-108,SKU_108,4
16-11-21,W113,PT-034,SKU_34,2
16-11-21,W113,PT-145,SKU_145,4
16-11-21,W113,PT-013,SKU_13,15
16-11-21,W113,PT-005,SKU_5,1
13-11-21,W113,PT-054,SKU_54,1
05-11-21,W113,PT-046,SKU_46,1
13-11-21,W113,PT-035,SKU_35,1
13-11-21,W113,PT-040,SKU_40,2
13-11-21,W113,PT-045,SKU_45,8
13-11-21,W113,PT-090,SKU_90,1
04-11-21,W113,PT-066,SKU_66,1
04-11-21,W113,PT-043,SKU_43,1
04-11-21,W113,PT-142,SKU_142,2
12-11-21,W113,PT-117,SKU_117,1
12-11-21,W113,PT-012,SKU_12,5
12-11-21,W113,PT-015,SKU_15,6
12-11-21,W113,PT-040,SKU_40,3
12-11-21,W113,PT-036,SKU_36,9
12-11-21,W113,PT-143,SKU_143,2
12-11-21,W113,PT-142,SKU_142,3
24-11-21,W113,PT-005,SKU_5,6
24-11-21,W113,PT-031,SKU_31,4
24-11-21,W113,PT-098,SKU_98,6
24-11-21,W113,PT-148,SKU_148,8
24-11-21,W113,PT-023,SKU_23,12
24-11-21,W113,PT-015,SKU_15,2
24-11-21,W113,PT-138,SKU_138,2
11-11-21,W113,PT-055,SKU_55,2
11-11-21,W113,PT-003,SKU_3,13
11-11-21,W113,PT-150,SKU_150,6
11-11-21,W113,PT-108,SKU_108,2
11-11-21,W113,PT-121,SKU_121,23
11-11-21,W113,PT-006,SKU_6,1
11-11-21,W113,PT-002,SKU_2,1
11-11-21,W113,PT-045,SKU_45,2
11-11-21,W113,PT-161,SKU_161,1
14-11-21,W113,PT-149,SKU_149,7
14-11-21,W113,PT-003,SKU_3,25
14-11-21,W113,PT-011,SKU_11,8
14-11-21,W113,PT-118,SKU_118,4
14-11-21,W113,PT-060,SKU_60,2
14-11-21,W113,PT-048,SKU_48,4
25-11-21,W113,PT-047,SKU_47,1
25-11-21,W113,PT-102,SKU_102,2
25-11-21,W113,PT-119,SKU_119,12
25-11-21,W113,PT-147,SKU_147,44
25-11-21,W113,PT-003,SKU_3,6
25-11-21,W113,PT-104,SKU_104,14
14-11-21,W113,PT-039,SKU_39,3
25-11-21,W113,PT-052,SKU_52,4
25-11-21,W113,PT-020,SKU_20,1
25-11-21,W113,PT-108,SKU_108,2
25-11-21,W113,PT-049,SKU_49,1
25-11-21,W113,PT-125,SKU_125,1
25-11-21,W113,PT-166,SKU_166,1
28-11-21,W113,PT-001,SKU_1,23
28-11-21,W113,PT-103,SKU_103,10
28-11-21,W113,PT-110,SKU_110,5
28-11-21,W113,PT-025,SKU_25,24
28-11-21,W113,PT-022,SKU_22,60
28-11-21,W113,PT-143,SKU_143,2
28-11-21,W113,PT-176,SKU_176,1
28-11-21,W113,PT-008,SKU_8,3
28-11-21,W113,PT-037,SKU_37,9
28-11-21,W113,PT-108,SKU_108,5
28-11-21,W113,PT-149,SKU_149,4
28-11-21,W113,PT-013,SKU_13,36
28-11-21,W113,PT-019,SKU_19,3
28-11-21,W113,PT-141,SKU_141,1
28-11-21,W113,PT-159,SKU_159,1
28-11-21,W113,PT-024,SKU_24,8
28-11-21,W113,PT-153,SKU_153,1
18-11-21,W113,PT-101,SKU_101,45
18-11-21,W113,PT-055,SKU_55,9
18-11-21,W113,PT-040,SKU_40,1
09-11-21,W113,PT-026,SKU_26,9
09-11-21,W113,PT-019,SKU_19,3
09-11-21,W113,PT-020,SKU_20,1
09-11-21,W113,PT-096,SKU_96,4
09-11-21,W113,PT-119,SKU_119,13
09-11-21,W113,PT-141,SKU_141,2
09-11-21,W113,PT-150,SKU_150,2
09-11-21,W113,PT-046,SKU_46,1
02-11-21,W113,PT-022,SKU_22,35
02-11-21,W113,PT-045,SKU_45,2
02-11-21,W113,PT-151,SKU_151,7
02-11-21,W113,PT-149,SKU_149,2
02-11-21,W113,PT-054,SKU_54,1
02-11-21,W113,PT-043,SKU_43,1
15-11-21,W113,PT-047,SKU_47,9
15-11-21,W113,PT-105,SKU_105,11
15-11-21,W113,PT-119,SKU_119,31
15-11-21,W113,PT-046,SKU_46,2
15-11-21,W113,PT-098,SKU_98,4
15-11-21,W113,PT-149,SKU_149,5
15-11-21,W113,PT-043,SKU_43,2
15-11-21,W113,PT-112,SKU_112,1
07-11-21,W113,PT-141,SKU_141,5
07-11-21,W113,PT-039,SKU_39,11
07-11-21,W113,PT-108,SKU_108,3
07-11-21,W113,PT-153,SKU_153,1
07-11-21,W113,PT-045,SKU_45,8
07-11-21,W113,PT-125,SKU_125,1
19-11-21,W113,PT-048,SKU_48,2
19-11-21,W113,PT-005,SKU_5,4
19-11-21,W113,PT-122,SKU_122,29
19-11-21,W113,PT-166,SKU_166,1
19-11-21,W113,PT-010,SKU_10,10
19-11-21,W113,PT-145,SKU_145,3
19-11-21,W113,PT-008,SKU_8,1
15-11-21,W113,PT-137,SKU_137,1
07-11-21,W113,PT-004,SKU_4,1
07-11-21,W113,PT-035,SKU_35,2
07-11-21,W113,PT-123,SKU_123,1
07-11-21,W113,PT-008,SKU_8,2
07-11-21,W113,PT-118,SKU_118,1
19-11-21,W113,PT-030,SKU_30,5
19-11-21,W113,PT-014,SKU_14,11
17-11-21,W113,PT-029,SKU_29,3
17-11-21,W113,PT-048,SKU_48,2
17-11-21,W113,PT-143,SKU_143,2
17-11-21,W113,PT-140,SKU_140,2
17-11-21,W113,PT-046,SKU_46,2
17-11-21,W113,PT-036,SKU_36,2
01-11-21,W113,PT-025,SKU_25,45
01-11-21,W113,PT-089,SKU_89,22
01-11-21,W113,PT-027,SKU_27,5
01-11-21,W113,PT-024,SKU_24,4
01-11-21,W113,PT-052,SKU_52,12
01-11-21,W113,PT-002,SKU_2,1
01-11-21,W113,PT-123,SKU_123,1
01-11-21,W113,PT-031,SKU_31,3
01-11-21,W113,PT-138,SKU_138,5
06-11-21,W113,PT-024,SKU_24,3
06-11-21,W113,PT-047,SKU_47,14
06-11-21,W113,PT-020,SKU_20,1
06-11-21,W113,PT-035,SKU_35,1
06-11-21,W113,PT-005,SKU_5,7
06-11-21,W113,PT-034,SKU_34,5
06-11-21,W113,PT-149,SKU_149,4
06-11-21,W113,PT-007,SKU_7,1
19-11-21,W113,PT-158,SKU_158,1
01-11-21,W113,PT-103,SKU_103,7
01-11-21,W113,PT-142,SKU_142,8
06-11-21,W113,PT-016,SKU_16,14
06-11-21,W113,PT-014,SKU_14,21
06-11-21,W113,PT-137,SKU_137,2
06-11-21,W113,PT-139,SKU_139,1
29-11-21,W113,PT-048,SKU_48,3
29-11-21,W113,PT-031,SKU_31,4
29-11-21,W113,PT-011,SKU_11,2
29-11-21,W113,PT-010,SKU_10,12
17-11-21,W113,PT-166,SKU_166,1
30-11-21,W113,PT-006,SKU_6,2
30-11-21,W113,PT-031,SKU_31,1
30-11-21,W113,PT-096,SKU_96,4
30-11-21,W113,PT-010,SKU_10,9
30-11-21,W113,PT-011,SKU_11,3
30-11-21,W113,PT-122,SKU_122,19
30-11-21,W113,PT-121,SKU_121,9
30-11-21,W113,PT-015,SKU_15,1
30-11-21,W113,PT-003,SKU_3,8
03-11-21,W113,PT-071,SKU_71,1
03-11-21,W113,PT-011,SKU_11,6
03-11-21,W113,PT-106,SKU_106,6
03-11-21,W113,PT-027,SKU_27,3
03-11-21,W113,PT-101,SKU_101,19
03-11-21,W113,PT-063,SKU_63,1
27-11-21,W113,PT-018,SKU_18,4
27-11-21,W113,PT-034,SKU_34,6
27-11-21,W113,PT-001,SKU_1,17
27-11-21,W113,PT-006,SKU_6,2
27-11-21,W113,PT-036,SKU_36,5
27-11-21,W113,PT-023,SKU_23,16
29-11-21,W113,PT-030,SKU_30,6
30-11-21,W113,PT-039,SKU_39,1
29-11-21,W113,PT-043,SKU_43,1
03-11-21,W113,PT-056,SKU_56,1
03-11-21,W113,PT-038,SKU_38,2
27-11-21,W113,PT-159,SKU_159,1
27-11-21,W113,PT-150,SKU_150,5
27-11-21,W113,PT-090,SKU_90,1
27-11-21,W113,PT-054,SKU_54,1
27-11-21,W113,PT-157,SKU_157,2
03-11-21,W113,PT-010,SKU_10,6
03-11-21,W113,PT-102,SKU_102,3
10-11-21,W113,PT-026,SKU_26,8
10-11-21,W113,PT-031,SKU_31,2
10-11-21,W113,PT-098,SKU_98,6
10-11-21,W113,PT-014,SKU_14,4
10-11-21,W113,PT-158,SKU_158,1
10-11-21,W113,PT-040,SKU_40,3
10-11-21,W113,PT-122,SKU_122,19
10-11-21,W113,PT-142,SKU_142,2
10-11-21,W113,PT-149,SKU_149,4
10-11-21,W113,PT-052,SKU_52,2
22-11-21,W113,PT-037,SKU_37,4
22-11-21,W113,PT-036,SKU_36,3
22-11-21,W113,PT-023,SKU_23,11
22-11-21,W113,PT-103,SKU_103,2
22-11-21,W113,PT-026,SKU_26,9
22-11-21,W113,PT-060,SKU_60,1
20-11-21,W113,PT-036,SKU_36,9
20-11-21,W113,PT-049,SKU_49,2
20-11-21,W113,PT-106,SKU_106,3
20-11-21,W113,PT-119,SKU_119,22
20-11-21,W113,PT-159,SKU_159,1
20-11-21,W113,PT-033,SKU_33,8
20-11-21,W113,PT-101,SKU_101,31
10-11-21,W113,PT-030,SKU_30,6
22-11-21,W113,PT-022,SKU_22,19
20-11-21,W113,PT-038,SKU_38,6
20-11-21,W113,PT-032,SKU_32,2
20-11-21,W113,PT-140,SKU_140,2
20-11-21,W113,PT-054,SKU_54,2
20-11-21,W113,PT-098,SKU_98,4
20-11-21,W113,PT-060,SKU_60,1
20-11-21,W113,PT-046,SKU_46,1
08-11-21,W113,PT-016,SKU_16,7
08-11-21,W113,PT-020,SKU_20,2
08-11-21,W113,PT-017,SKU_17,3
08-11-21,W113,PT-153,SKU_153,2
